name,state,latitude,longitude
Corona,CA,33.8752935,-117.5664384
Corpus Christi,TX,27.8005828,-97.39638099999999
Corvallis,OR,44.5645659,-123.2620435
Costa Mesa,CA,33.6411316,-117.9186689
Council Bluffs,IA,41.2619444,-95.8608333
Country Club,FL,25.9481487,-80.3169953
Covina,CA,34.0900091,-117.8903397
Cranston,RI,41.7798226,-71.4372796
Crystal Lake,IL,42.2411344,-88.31619649999999
Cupertino,CA,37.3229978,-122.0321823
Cutler Bay,FL,25.5783,-80.3377
Cuyahoga Falls,OH,41.1339449,-81.48455849999999
Cypress,CA,33.8169599,-118.0372852
Dale City,VA,38.6370622,-77.31109459999999
Dallas,TX,32.802955,-96.769923
Daly City,CA,37.6879241,-122.4702079
Danbury,CT,41.394817,-73.4540111
Danville,CA,37.8215929,-121.9999606
Danville,VA,36.5859718,-79.39502279999999
Davenport,IA,41.5236437,-90.5776367
Davie,FL,26.0628664,-80.2331038
Davis,CA,38.5449065,-121.7405167
Dayton,OH,39.7589478,-84.1916069
Daytona Beach,FL,29.2108147,-81.0228331
Dearborn,MI,42.3222599,-83.17631449999999
Dearborn Heights,MI,42.3369816,-83.27326269999999
Decatur,IL,39.8403147,-88.9548001
Decatur,AL,34.6059253,-86.9833417
Deerfield Beach,FL,26.3184123,-80.09976569999999
DeKalb,IL,41.9294736,-88.75036469999999
Delano,CA,35.7688425,-119.2470536
Delray Beach,FL,26.4614625,-80.0728201
Deltona,FL,28.9005446,-81.26367379999999
Denton,TX,33.2148412,-97.13306829999999
Denver,CO,39.7391536,-104.9847034
Des Moines,IA,41.6005448,-93.6091064
DeSoto,TX,32.5898577,-96.85694509999999
Des Plaines,IL,42.0333623,-87.88339909999999
Detroit,MI,42.331427,-83.0457538
Michigan - Martin,it,0.0,0.0
Diamond Bar,CA,34.0286226,-117.8103367
Doral,FL,25.8195424,-80.3553302
Dothan,AL,31.2232313,-85.3904888
Downers Grove,IL,41.8089191,-88.01117459999999
Downey,CA,33.94001430000001,-118.1325688
Draper,UT,40.5246711,-111.8638226
Dublin,CA,37.7021521,-121.9357918
Dublin,OH,40.0992294,-83.1140771
Dubuque,IA,42.5005583,-90.66457179999999
Duluth,MN,46.78667189999999,-92.1004852
Dundalk,MD,39.2506633,-76.5205184
Dunwoody,GA,33.9462125,-84.3346473
Durham,NC,35.9940329,-78.898619
Eagan,MN,44.8041322,-93.1668858
East Hartford,CT,41.7634219,-72.6128339
Honolulu,HI,21.3069444,-157.8583333
East Lansing,MI,42.7369792,-84.48386540000001
East Los Angeles,CA,34.0239015,-118.1720157
East Los Angeles Library,St,2.0,0.0
Los Angeles,CA,34.0522342,-118.2436849
East Orange,NJ,40.767323,-74.2048677
East Providence,RI,41.8137116,-71.3700545
Eastvale,80,33.9630573,-117.5638781
Eau Claire,WI,44.811349,-91.4984941
Eden Prairie,MN,44.8546856,-93.47078599999999
Edina,MN,44.8896866,-93.3499489
Edinburg,TX,26.3017374,-98.1633432
Edmond,OK,35.6528323,-97.47809540000002
El Cajon,CA,32.7947731,-116.9625269
El Centro,CA,32.792,-115.5630514
El Dorado Hills,CA,38.6857367,-121.082167
Elgin,IL,42.0372487,-88.2811895
Elizabeth,NJ,40.6639916,-74.2107006
Elk Grove,CA,38.4087993,-121.3716178
Elkhart,IN,41.6819935,-85.9766671
Ellicott City,MD,39.2673283,-76.7983067
Elmhurst,IL,41.8994744,-87.9403418
El Monte,CA,34.0686206,-118.0275667
El Paso,TX,31.7587198,-106.4869314
Elyria,OH,41.3683798,-82.10764859999999
Encinitas,CA,33.0369867,-117.2919818
Enid,OK,36.3955891,-97.8783911
Enterprise,NV,36.0252503,-115.2419419
Erie,PA,42.12922409999999,-80.085059
Escondido,CA,33.1192068,-117.086421
Euclid,OH,41.5931049,-81.5267873
Eugene,OR,44.0520691,-123.0867536
Euless,TX,32.8370727,-97.08195409999999
Evanston,IL,42.0411414,-87.6900587
Evansville,IN,37.9715592,-87.5710898
Everett,WA,47.9789848,-122.2020794
Everett,MA,42.40843,-71.0536625
Fairfield,CA,38.24935809999999,-122.0399663
Fairfield,OH,39.3454673,-84.5603187
Fall River,MA,41.7014912,-71.1550451
Fargo,ND,46.8771863,-96.7898034
Farmington,NM,36.72805830000001,-108.2186856
Farmington Hills,MI,42.4828221,-83.41838229999999
Fayetteville,NC,35.0526641,-78.87835849999999
Fayetteville,AR,36.0625795,-94.1574263
Federal Way,WA,47.3223221,-122.3126222
Findlay,40,41.04422,-83.6499321
Fishers,IN,39.9555928,-86.0138729
Flagstaff,AZ,35.2013516,-111.639249
Flint,MI,43.0125274,-83.6874562
Flint,MI,43.0777289,-83.67739279999999
Florence-Graham,CA,33.9694444,-118.2438889
Florin,CA,38.4960187,-121.4088416
Florissant,MO,38.789217,-90.322614
Flower Mound,TX,33.0145673,-97.0969552
Folsom,CA,38.6779591,-121.1760583
Fond du Lac,WI,43.7730448,-88.4470508
Fontana,CA,34.0922335,-117.435048
Fort Collins,CO,40.5852602,-105.084423
Fort Lauderdale,FL,26.1223084,-80.14337859999999
Fort Myers,FL,26.640628,-81.8723084
Fort Pierce,FL,27.4467056,-80.3256056
Fort Smith,AR,35.3859242,-94.39854749999999
Fort Wayne,IN,41.079273,-85.1393513
Fort Worth,TX,32.725409,-97.3208496
Fountainbleau,FL,25.7728774,-80.3478301
Fountain Valley,CA,33.7091847,-117.9536697
Framingham,MA,42.279286,-71.4161565
Franklin,TN,35.9250637,-86.8688899
Frederick,MD,39.41426879999999,-77.4105409
Freeport,NY,40.6576022,-73.58318349999999
Fremont,CA,37.5482697,-121.9885719
Fresno,CA,36.7477272,-119.7723661
Frisco,TX,33.1506744,-96.82361159999999
Fullerton,CA,33.8702923,-117.925338
Gainesville,FL,29.6516344,-82.32482619999999
Gaithersburg,MD,39.1434406,-77.2013705
Galveston,TX,29.3013479,-94.7976958
Gardena,CA,33.8883487,-118.3089624
Garden Grove,CA,33.7739053,-117.9414477
Garland,TX,32.912624,-96.63888329999999
Gary,IN,41.5933696,-87.3464271
Gastonia,NC,35.262082,-81.18730049999999
Georgetown,TX,30.6326942,-97.6772311
Germantown,MD,39.1731621,-77.2716502
Gilbert,AZ,33.3528264,-111.789027
Gilroy,20,37.0057816,-121.5682751
Glen Burnie,MD,39.1626084,-76.6246886
Glendale,AZ,33.5386523,-112.1859866
Glendale,CA,34.1425078,-118.255075
Glendora,CA,34.1361187,-117.865339
Glenview,IL,42.0697509,-87.7878408
Goodyear,AZ,33.449806,-112.3582136
Grand Forks,ND,47.9252568,-97.0328547
Grand Island,NE,40.9222222,-98.35805560000001
Grand Junction,CO,39.0638705,-108.5506486
Grand Prairie,TX,32.7459645,-96.99778459999999
Grand Rapids,MI,42.9633599,-85.6680863
Grand Rapids Charter Township,MI,43.0020023,-85.57150150000001
Grapevine,TX,32.9342919,-97.0780654
Great Falls,Mt,47.5002354,-111.3008083
Greeley,CO,40.4233142,-104.7091322
Green Bay,WI,44.51915899999999,-88.019826
Greensboro,NC,36.0726354,-79.7919754
Greenville,NC,35.612661,-77.3663538
Greenville,SC,34.85261759999999,-82.3940104
Greenwood,IN,39.6136578,-86.10665259999999
Gresham,OR,45.5001357,-122.4302013
Gulfport,MS,30.3674198,-89.0928155
Hacienda Heights,CA,33.9930677,-117.9686755
Hackensack,NJ,40.8859325,-74.0434736
Haltom City,TX,32.7995738,-97.26918169999999
Hamilton,OH,39.3995008,-84.5613355
Hammond,IN,41.5833688,-87.5000412
Hampton,VA,37.0298687,-76.34522179999999
Hanford,30,36.3274502,-119.6456844
Harlingen,TX,26.1906306,-97.69610259999999
Harrisburg,PA,40.2737002,-76.8844179
Harrisonburg,VA,38.4495688,-78.8689155
Hartford,CT,41.76371109999999,-72.6850932
Hattiesburg,MS,31.3271189,-89.29033919999999
Haverhill,MA,42.7762015,-71.0772796
Hawthorne,CA,33.9164032,-118.3525748
Hayward,CA,37.6688205,-122.0807964
Hemet,CA,33.7475203,-116.9719684
Hempstead,NY,40.7062128,-73.6187397
Henderson,NV,36.0395247,-114.9817213
Hendersonville,TN,36.3047735,-86.6199957
Hesperia,CA,34.4263886,-117.3008784
Hialeah,FL,25.8575963,-80.2781057
Hicksville,NY,40.7684331,-73.5251253
Highland,CA,34.1283442,-117.2086513
Highlands Ranch,CO,39.5444444,-104.9680556
High Point,NC,35.9556923,-80.0053176
Hillsboro,OR,45.5228939,-122.989827
Hilo,HI,19.5429151,-155.6658568
Hoboken,NJ,40.7439905,-74.0323626
Hoffman Estates,IL,42.0629915,-88.12271989999999
Hollywood,FL,26.0112014,-80.1494901
Homestead,FL,25.4687224,-80.4775569
Honolulu,HI,21.3069444,-157.8583333
Hoover,AL,33.4053867,-86.8113781
Houston,TX,29.7601927,-95.36938959999999
Huntersville,NC,35.410694,-80.84285040000002
Huntington,WV,38.4192496,-82.44515400000002
Huntington Beach,CA,33.660297,-117.9992265
Huntington Park,CA,33.9816812,-118.2250725
Huntsville,AL,34.7303688,-86.5861037
Hutchinson,KS,38.0608445,-97.92977429999999
Idaho Falls,ID,43.49165139999999,-112.0339645
Independence,MO,39.0911161,-94.41550679999999
Indianapolis,IN,39.7685155,-86.1580736
Indio,CA,33.7205771,-116.2155619
Inglewood,CA,33.9616801,-118.3531311
Iowa City,IA,41.6611277,-91.5301683
Irondequoit,NY,43.2133955,-77.5797226
Irvine,CA,33.6839473,-117.7946942
Irving,TX,32.8140177,-96.9488945
Jackson,MS,32.2987573,-90.1848103
Jackson,TN,35.6145169,-88.81394689999999
Jacksonville,FL,30.3321838,-81.65565099999999
Jacksonville,NC,34.7540524,-77.4302414
Janesville,WI,42.6827885,-89.0187222
Jefferson City,MO,38.57670170000001,-92.1735164
Jeffersonville,IN,38.2775702,-85.7371847
Jersey City,NJ,40.72815749999999,-74.0776417
Johns Creek,GA,34.0289259,-84.198579
Johnson City,TN,36.3134397,-82.3534727
Joliet,IL,41.525031,-88.0817251
Jonesboro,AR,35.84229670000001,-90.704279
Joplin,MO,37.08422710000001,-94.51328099999999
Jupiter,FL,26.9342246,-80.0942087
Kalamazoo,MI,42.2917069,-85.5872286
Kannapolis,NC,35.4873613,-80.6217341
Kansas City,MO,39.0997265,-94.5785667
Kansas City,KS,39.114053,-94.6274636
Kansas,33,39.5528129,-87.9394779
Kearny,NJ,40.7684342,-74.1454214
Keller,TX,32.9345701,-97.251682
Kendale Lakes,FL,25.7081577,-80.4069986
Kendall,FL,25.6660336,-80.357827
Kenner,LA,29.9940924,-90.2417434
Kennewick,WA,46.2112458,-119.1372338
Kenosha,WI,42.5847425,-87.82118539999999
Kent,WA,47.3809335,-122.2348431
Kentwood,MI,42.8694731,-85.64474919999999
Kettering,OH,39.68950359999999,-84.1688274
Killeen,TX,31.1171194,-97.72779589999999
Kingsport,TN,36.548434,-82.5618186
Kirkland,WA,47.6814875,-122.2087353
Kissimmee,FL,28.2919557,-81.40757099999999
Knoxville,TN,35.9606384,-83.9207392
Kokomo,IN,40.486427,-86.13360329999999
Lacey,WA,47.03426289999999,-122.8231915
La Crosse,WI,43.8013556,-91.23958069999999
Lafayette,LA,30.2240897,-92.0198427
Lafayette,IN,40.4167022,-86.87528689999999
Laguna Niguel,CA,33.5225261,-117.7075526
La Habra,CA,33.9319578,-117.9461734
Lake Charles,LA,30.2265949,-93.2173758
Lake Elsinore,CA,33.6680772,-117.3272615
Lake Forest,CA,33.6469661,-117.689218
Lake Havasu City,AZ,34.483901,-114.3224548
Lakeland,FL,28.0394654,-81.9498042
Lake Ridge,VA,38.68789400000001,-77.29776180000002
Lakeville,MN,44.6496868,-93.24271999999999
Lakewood,CO,39.7047095,-105.0813734
Lakewood,CA,33.8536269,-118.1339563
Lakewood,WA,47.1717649,-122.518458
Lakewood Township,NJ,40.08212899999999,-74.2097014
Lakewood,OH,41.4819932,-81.7981908
La Mesa,CA,32.7678287,-117.0230839
La Mirada,CA,33.9172357,-118.0120086
Lancaster,CA,34.6867846,-118.1541632
Lancaster,PA,40.0378755,-76.3055144
Lansing,MI,42.732535,-84.5555347
Lansing Charter Township,MI,42.7563594,-84.5283267
La Quinta,CA,33.6633573,-116.3100095
Laredo,TX,27.506407,-99.5075421
Largo,FL,27.9094665,-82.7873244
Las Cruces,NM,32.3199396,-106.7636538
Las Vegas,NV,36.114646,-115.172816
Lauderhill,FL,26.1403635,-80.2133808
Lawrence,KS,38.9716689,-95.2352501
Lawrence,MA,42.7070354,-71.1631137
Lawrence,IN,39.8386516,-86.0252612
Lawton,OK,34.6086854,-98.39033049999999
Layton,UT,41.0602216,-111.9710529
League City,TX,29.5074538,-95.0949303
Leesburg,VA,39.1156615,-77.56360149999999
Lee's Summit,MO,38.916343,-94.383516
Lehi,UT,40.3916172,-111.8507662
Lehigh Acres,FL,26.6253497,-81.6248026
Lenexa,KS,38.9536174,-94.73357089999999
Levittown,PA,40.1551096,-74.8287747
Levittown,NY,40.7259336,-73.51429209999999
Lewisville,TX,33.046233,-96.994174
Lexington,KY,38.0405837,-84.5037164
Lincoln,NE,40.806862,-96.681679
Lincoln,CA,38.891565,-121.2930079
Linton Hall,le,0.0,0.0
Little Rock,AR,34.7464809,-92.28959479999999
Littleton,CO,39.613321,-105.0166498
Livermore,CA,37.6818745,-121.7680088
Livonia,MI,42.36837,-83.35270969999999
Lodi,CA,38.1301968,-121.2724473
Logan,UT,41.7354861,-111.834388
Lombard,IL,41.8800296,-88.00784349999999
Lompoc,CA,34.6391501,-120.4579409
Long Beach,CA,33.8041667,-118.1580556
Longmont,CO,40.1672068,-105.1019275
Longview,TX,32.5007037,-94.74048909999999
Lorain,OH,41.452819,-82.1823746
Los Angeles,CA,34.0522342,-118.2436849
Louisville,KY,38.2526647,-85.7584557
Loveland,CO,40.3977612,-105.0749801
Lowell,MA,42.6334247,-71.31617179999999
Lubbock,TX,33.5778631,-101.8551665
Lynchburg,VA,37.4137536,-79.14224639999999
Lynn,MA,42.46676300000001,-70.9494938
Lynwood,CA,33.930293,-118.2114603
McAllen,TX,26.2034071,-98.23001239999999
McKinney,TX,33.1972465,-96.6397822
McLean,VA,38.9338676,-77.1772604
Macon,GA,32.8406946,-83.6324022
Madera,CA,36.9613356,-120.0607176
Madison,WI,43.0730517,-89.4012302
Madison,AL,34.6992579,-86.74833180000002
Malden,MA,42.4250964,-71.066163
Manchester,NH,42.9956397,-71.4547891
Manhattan,KS,39.18360819999999,-96.57166939999999
Mansfield,TX,32.5631924,-97.1416768
Mansfield,OH,40.75839,-82.5154471
Manteca,CA,37.7974273,-121.2160526
Maple Grove,MN,45.0724642,-93.4557877
Margate,FL,26.2445263,-80.206436
Maricopa,AZ,33.0581063,-112.0476423
Marietta,GA,33.95260200000001,-84.5499327
Marysville,WA,48.0517637,-122.1770818
Medford,OR,42.3265152,-122.8755949
Medford,MA,42.4184296,-71.1061639
Melbourne,FL,28.0836269,-80.60810889999999
Memphis,TN,35.1495343,-90.0489801
Menifee,ty,0.0,0.0
Mentor,OH,41.6661573,-81.339552
Merced,CA,37.3021632,-120.4829677
Meriden,CT,41.5381535,-72.80704349999999
Meridian,ID,43.6121087,-116.3915131
Meridian,MS,32.3643098,-88.703656
Mesa,AZ,33.4151843,-111.8314724
Mesquite,TX,32.76679550000001,-96.5991593
Metairie,LA,29.9840922,-90.1528519
Methuen,MA,42.7262016,-71.1908924
Miami,FL,25.7889689,-80.2264393
Miami Gardens,FL,25.9420377,-80.2456045
Middletown,OH,39.5150576,-84.39827629999999
Middletown,CT,41.5623209,-72.6506488
Midland,TX,31.9973456,-102.0779146
Midland,MI,43.6155825,-84.2472116
Midland,MI,43.57509779999999,-84.3542049
Midwest City,OK,35.4495065,-97.3967019
Milford,CT,41.2308945,-73.0635844
Millcreek,UT,40.6868914,-111.8754907
Milpitas,CA,37.4282724,-121.9066238
Milwaukee,WI,43.0389025,-87.9064736
Minneapolis,MN,44.9799654,-93.26383609999999
Minnetonka,MN,44.9211836,-93.4687489
Minot,ND,48.2325095,-101.2962732
Miramar,FL,25.9756704,-80.28675009999999
Mishawaka,IN,41.6619927,-86.15861559999999
Mission,TX,26.2159066,-98.32529319999999
Mission Viejo,CA,33.6000232,-117.6719953
Missoula,Mt,46.8605189,-114.019501
Missouri City,TX,29.6185669,-95.5377215
Mobile,AL,30.6943566,-88.04305409999999
Modesto,CA,37.63909719999999,-120.9968782
Moline,IL,41.5067003,-90.51513419999999
Monroe,LA,32.5093109,-92.1193012
Montebello,CA,34.0165053,-118.1137535
Monterey Park,CA,34.0625106,-118.1228476
Montgomery,AL,32.3668052,-86.2999689
Moore,OK,35.3395079,-97.48670279999999
Moreno Valley,CA,33.9424658,-117.2296717
Mountain View,CA,37.3860517,-122.0838511
Mt Pleasant,SC,32.7940651,-79.8625851
Mt Prospect,IL,42.0664167,-87.9372908
Mt Vernon,NY,40.9125992,-73.8370786
Muncie,IN,40.1933767,-85.3863599
Murfreesboro,TN,35.8456213,-86.39027
Murray,UT,40.6668916,-111.8879909
Murrieta,CA,33.5539143,-117.2139232
Nampa,ID,43.5407172,-116.5634624
Napa,CA,38.3047222,-122.2988889
Napa,CA,38.5024689,-122.2653887
Naperville,IL,41.7858629,-88.1472893
Nashua,NH,42.7653662,-71.46756599999999
Nashville,TN,36.1658899,-86.7844432
National City,CA,32.6781085,-117.0991967
Newark,NJ,40.735657,-74.1723667
Newark,OH,40.0581205,-82.4012642
Newark,CA,37.5296593,-122.0402399
New Bedford,MA,41.6362152,-70.93420499999999
New Braunfels,TX,29.7030024,-98.1244531
New Britain,CT,41.6612104,-72.7795419
New Brunswick,NJ,40.4862157,-74.4518188
New Haven,CT,41.3081527,-72.9281577
New Orleans,LA,29.95106579999999,-90.0715323
Newport Beach,CA,33.6189101,-117.9289469
Newport News,VA,37.0870821,-76.4730122
New Rochelle,NY,40.9114882,-73.7823549
Newton,MA,42.3370413,-71.20922139999999
New York,NY,40.7143528,-74.00597309999999
Manhattan,rk,0.0,0.0
Niagara Falls,NY,43.0962143,-79.0377388
Niagara Falls,ON,43.0903891,-79.08610759999999
Noblesville,IN,40.0455917,-86.0085955
Norfolk,VA,36.8507689,-76.28587259999999
Normal,IL,40.5142026,-88.9906312
Norman,OK,35.2225668,-97.4394777
North Atlanta,GA,33.8651033,-84.3365917
North Attleboro,MA,41.9695516,-71.35654389999999
North Bethesda,MD,39.0445535,-77.11886779999999
